"ID","Tipo","SKU","Nombre","Publicado","¿Está destacado?","Visibilidad en el catálogo","Descripción corta","Descripción","Estado del impuesto","Clase de impuesto","¿En inventario?","Inventario","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","Precio rebajado","Precio normal","Categorías","Etiquetas","Clase de envío","Imágenes https://drive.google.com/drive/folders/1aGLzV9KTZtu0GRPBiOBXpyDOLDpRR7fl","Swatches Attributes","Nombre del atributo 1","Valor(es) del atributo talla","Atributo visible talla","Atributo global talla","Atributo por defecto talla"
"H31236","variable","","BLUSA CRAZY ","1","1","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","CRAZY.jpg","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H31236XS","variacion","","BLUSA CRAZY (XS)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31236S","variacion","","BLUSA CRAZY (S)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","S","","",""
"H31236M","variacion","","BLUSA CRAZY (M)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","M","","",""
"H31236L","variacion","","BLUSA CRAZY (L)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","L","","",""
"H31236XL","variacion","","BLUSA CRAZY (XL)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H31236XXL","variacion","","BLUSA CRAZY (XXL)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XXL","","",""
"H31237","variable","","BLUSA VIRUS ","1","1","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","VIRUS 1.jpg, virus 2.jpg, virus 3.jpg, virus 4.jpg, virus 5. Jpg, virus 6.jpg","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H31237XS","variacion","","BLUSA VIRUS (XS)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31237S","variacion","","BLUSA VIRUS (S)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","S","","",""
"H31237M","variacion","","BLUSA VIRUS (M)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","M","","",""
"H31237L","variacion","","BLUSA VIRUS (L)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","L","","",""
"H31237XL","variacion","","BLUSA VIRUS (XL)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H31237XXL","variacion","","BLUSA VIRUS (XXL)","1","1","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XXL","","",""
"H31240","variable","","BLUSA HEART ","1","0","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","Heart. Jpg","","Talla","XS, XL","1","1","XS"
"H31240XS","variacion","","BLUSA HEART (XS)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31240XL","variacion","","BLUSA HEART (XL)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H31239","variacion","","BLUSA SUPER ","1","0","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","Super 1.jpg, super 2. Jpg, super 3. jpg","","Talla","XS, S, XL","1","1","XS"
"H31239XS","variacion","","BLUSA SUPER (XS)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31239S","variacion","","BLUSA SUPER (S)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","S","","",""
"H31239XL","variacion","","BLUSA SUPER (XL)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H31241","variable","","BLUSA STARS ","1","0","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","","","","Stars 1.jpg, stars 2.jpg, stars 3.jpg","","Talla","XS, XXL","1","1","XS"
"H31241XS","variacion","","BLUSA STARS (XS)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31241XXL","variacion","","BLUSA STARS (XXL)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XXL","","",""
"H31238","variable","","BLUSA EMOTICONS ","1","0","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","Emoticons 1.jpg, emoticons 2.jpg","","Talla","XS, S, M,  XL","1","1","M"
"H31238XS","variacion","","BLUSA EMOTICONS (XS)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31238S","variacion","","BLUSA EMOTICONS (S)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","S","","",""
"H31238M","variacion","","BLUSA EMOTICONS (M)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","M","","",""
"H31238XL","variacion","","BLUSA EMOTICONS (XL)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H31235","variable","","BLUSA FLYPETS ","1","0","visible","","Nuestras BLUSAS viene con escote tipo U, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.

El proceso de diseño es realizado por sublimación digital de alta calidad, para que los colores sean vivos y
duraderos","taxable","parent","0","","","","","","","96000","BLUSA ESTAMPADA","","","Flypets 1.jpg, flypets 2.jpg, flypets 3.jpg","","Talla","XS, S,  XL","1","1","XS"
"H31235XS","variacion","","BLUSA FLYPETS (XS)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XS","","",""
"H31235S","variacion","","BLUSA FLYPETS (S)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","S","","",""
"H31235XL","variacion","","BLUSA FLYPETS (XL)","1","0","visible","","","taxable","parent","1","2","","","","","","96000","","","","","","Talla","XL","","",""
"H23501","variable","","PANTALON NEGRO NOVA","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","20%","65000","PANTALÓN UNICOLOR","","","Pantalón negro 1, pantalón negro 2, pantalón negro 3","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23501XS","variacion","","PANTALON NEGRO NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23501S","variacion","","PANTALON NEGRO NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23501M","variacion","","PANTALON NEGRO NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23501L","variacion","","PANTALON NEGRO NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23501XL","variacion","","PANTALON NEGRO NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23501XXL","variacion","","PANTALON NEGRO NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23504","variable","","PANTALON AZUL O NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","Pantalón azul o 1, pantalón azul o 2","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23504XS","variacion","","PANTALON AZUL O NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23504S","variacion","","PANTALON AZUL O NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23504M","variacion","","PANTALON AZUL O NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23504L","variacion","","PANTALON AZUL O NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23504XL","variacion","","PANTALON AZUL O NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23504XXL","variacion","","PANTALON AZUL O NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23502","variable","","PANTALON GRIS O NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","Pantalón gris o 1, pantalón gris o 2, pantalón gris o 3, pantalón gris o 4","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23502XS","variacion","","PANTALON GRIS O NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23502S","variacion","","PANTALON GRIS O NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23502M","variacion","","PANTALON GRIS O NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23502L","variacion","","PANTALON GRIS O NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23502XL","variacion","","PANTALON GRIS O NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23502XXL","variacion","","PANTALON GRIS O NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23505","variable","","PANTALON FUCSIA NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","Pantalón fucsia 1, pantalón fucsia 2, pantalón fucsia 3, pantalón fucsia 4","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23505XS","variacion","","PANTALON FUCSIA NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23505S","variacion","","PANTALON FUCSIA NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23505M","variacion","","PANTALON FUCSIA NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23505L","variacion","","PANTALON FUCSIA NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23505XL","variacion","","PANTALON FUCSIA NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23505XXL","variacion","","PANTALON FUCSIA NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23511","variable","","PANTALON ROJO NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23511XS","variacion","","PANTALON ROJO NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23511S","variacion","","PANTALON ROJO NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23511M","variacion","","PANTALON ROJO NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23511L","variacion","","PANTALON ROJO NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23511XL","variacion","","PANTALON ROJO NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23511XXL","variacion","","PANTALON ROJO NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23512","variable","","PANTALON JADE NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23512XS","variacion","","PANTALON JADE NOVA (XS)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23512S","variacion","","PANTALON JADE NOVA (S)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23512M","variacion","","PANTALON JADE NOVA (M)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23512L","variacion","","PANTALON JADE NOVA (L)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23512XL","variacion","","PANTALON JADE NOVA (XL)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23512XXL","variacion","","PANTALON JADE NOVA (XXL)","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"H23510","variable","","PANTALON VINO NOVA ","1","0","visible","","Nuestros PANTALONES son tipo cargo con 4 bolsillos, elástico semiexpuesto, ajuste por cordón interno y abertura en la bota para mejorar la caída con el calzado.

Están fabricados en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","65000","PANTALÓN UNICOLOR","","","","","Talla","XS, S, M, L, XL, XXL","1","1","M"
"H23510XS","variacion","","PANTALON VINO NOVA XS","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XS","","",""
"H23510S","variacion","","PANTALON VINO NOVA S","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","S","","",""
"H23510M","variacion","","PANTALON VINO NOVA M","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","M","","",""
"H23510L","variacion","","PANTALON VINO NOVA L","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","L","","",""
"H23510XL","variacion","","PANTALON VINO NOVA XL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XL","","",""
"H23510XXL","variacion","","PANTALON VINO NOVA XXL","1","0","visible","","","taxable","parent","1","10","","","","","20%","65000","","","","","","Talla","XXL","","",""
"HS407","variable","","SPORTFIT NEGRO ","1","1","visible","","Blusa viene con escote tipo V, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Pantalón tipo jogger con elástico en la bota, con 2 bolsillos traseros y 2 laterales, cintura con elástico expuesto para ayor comodidad.
 
Están fabricados en telas de última tecnología como lo es el Antifluido stretch con elongación bidireccional y vivos en tela deportiva antimicrobial que además de brindar frescura y protección te da libertad de movimiento.

","taxable","parent","0","","","","","","","178000","UNIFORME SPORTFIT","","","Sporfit negro 1, sporfit negro 2, sporfit negro 3, sporfit negro 4","","Talla","XS, S, M, L, XL","1","1","M"
"HS407XS","variacion","","SPORTFIT NEGRO XS","1","1","visible","","","taxable","parent","0","0","","","","","","178000","","","","","","Talla","XS","","",""
"HS407S","variacion","","SPORTFIT NEGRO S","1","1","visible","","","taxable","parent","1","2","","","","","","178000","","","","","","Talla","S","","",""
"HS407M","variacion","","SPORTFIT NEGRO M","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","M","","",""
"HS407L","variacion","","SPORTFIT NEGRO L","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","L","","",""
"HS407XL","variacion","","SPORTFIT NEGRO XL","1","1","visible","","","taxable","parent","1","2","","","","","","178000","","","","","","Talla","XL","","",""
"HS408","variable","","SPORTFIT AZUL O ","1","1","visible","","Blusa viene con escote tipo V, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Pantalón tipo jogger con elástico en la bota, con 2 bolsillos traseros y 2 laterales, cintura con elástico expuesto para ayor comodidad.
 
Están fabricados en telas de última tecnología como lo es el Antifluido stretch con elongación bidireccional y vivos en tela deportiva antimicrobial que además de brindar frescura y protección te da libertad de movimiento.

","taxable","parent","0","","","","","","","178000","UNIFORME SPORTFIT","","","Sporfit azul o 1, sporfit azul o 2, sporfit azul o 3, sporfit azul o 4","","Talla","XS, S, M, L, XL","1","1","M"
"HS408XS","variacion","","SPORTFIT AZUL O XS","1","1","visible","","","taxable","parent","1","1","","","","","","178000","","","","","","Talla","XS","","",""
"HS408S","variacion","","SPORTFIT AZUL O S","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","S","","",""
"HS408M","variacion","","SPORTFIT AZUL O M","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","M","","",""
"HS408L","variacion","","SPORTFIT AZUL O L","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","L","","",""
"HS408XL","variacion","","SPORTFIT AZUL O XL","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","XL","","",""
"HS409","variable","","SPORTFIT GRIS C ","1","1","visible","","Blusa viene con escote tipo V, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Pantalón tipo jogger con elástico en la bota, con 2 bolsillos traseros y 2 laterales, cintura con elástico expuesto para ayor comodidad.
 
Están fabricados en telas de última tecnología como lo es el Antifluido stretch con elongación bidireccional y vivos en tela deportiva antimicrobial que además de brindar frescura y protección te da libertad de movimiento.

","taxable","parent","0","","","","","","","178000","UNIFORME SPORTFIT","","","Sporfit gris 1, sporfit gris 2, sporfit gris 3, sporfit gris 4","","Talla","XS, S, M, L, XL","1","1","M"
"HS409XS","variacion","","SPORTFIT GRIS C XS","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","XS","","",""
"HS409S","variacion","","SPORTFIT GRIS C S","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","S","","",""
"HS409M","variacion","","SPORTFIT GRIS C M","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","M","","",""
"HS409L","variacion","","SPORTFIT GRIS C L","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","L","","",""
"HS409XL","variacion","","SPORTFIT GRIS C XL","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","XL","","",""
"HS410","variable","","SPORTFIT VERDE A ","1","1","visible","","Blusa viene con escote tipo V, 2 bolsillos frontales y aberturas a los lados que le brindan un mejor ajuste al cuerpo, sin cierre ya que al ser licrado no es necesario y te brinda más comodidad.

Pantalón tipo jogger con elástico en la bota, con 2 bolsillos traseros y 2 laterales, cintura con elástico expuesto para ayor comodidad.
 
Están fabricados en telas de última tecnología como lo es el Antifluido stretch con elongación bidireccional y vivos en tela deportiva antimicrobial que además de brindar frescura y protección te da libertad de movimiento.

","taxable","parent","0","","","","","","","178000","UNIFORME SPORTFIT","","","Sporfit verde 1, sporfit verde 2, sporfit verde 3, sporfit verde 4","","Talla","XS, S, M, L, XL","1","1","M"
"HS410XS","variacion","","SPORTFIT VERDE A XS","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","XS","","",""
"HS410S","variacion","","SPORTFIT VERDE A S","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","S","","",""
"HS410M","variacion","","SPORTFIT VERDE A M","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","M","","",""
"HS410L","variacion","","SPORTFIT VERDE A L","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","L","","",""
"HS410XL","variacion","","SPORTFIT VERDE A XL","1","1","visible","","","taxable","parent","1","4","","","","","","178000","","","","","","Talla","XL","","",""
"BTS001","variable","","BATA SUPREME REDLOVE ","1","1","visible","","Bata larga, con cierre frontal con solapa, 2 bolsillos frontales, puño de manga resortado.
Están fabricadas en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","180000","BATAS ESTAMPADAS","","","Bata redlove. Jpg","","Talla","XS, S, M, L, XL","1","1","M"
"BTS00106","variacion","","BATA SUPREME REDLOVE (XS)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XS","","",""
"BTS00108","variacion","","BATA SUPREME REDLOVE (S)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","S","","",""
"BTS00110","variacion","","BATA SUPREME REDLOVE (M)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","M","","",""
"BTS00112","variacion","","BATA SUPREME REDLOVE (L)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","L","","",""
"BTS00114","variacion","","BATA SUPREME REDLOVE (XL)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XL","","",""
"BTS002","variable","","BATA SUPREME RAINBOW ","1","1","visible","","Bata larga, con cierre frontal con solapa, 2 bolsillos frontales, puño de manga resortado.
Están fabricadas en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","180000","BATAS ESTAMPADAS","","","Bata rainbom. Jpg","","Talla","XS, S, M, L, XL","1","1","M"
"BTS00206","variacion","","BATA SUPREME RAINBOW (XS)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XS","","",""
"BTS00208","variacion","","BATA SUPREME RAINBOW (S)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","S","","",""
"BTS00210","variacion","","BATA SUPREME RAINBOW (M)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","M","","",""
"BTS00212","variacion","","BATA SUPREME RAINBOW (L)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","L","","",""
"BTS00214","variacion","","BATA SUPREME RAINBOW (XL)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XL","","",""
"BTS003","variable","","BATA SUPREME NIGHT ","1","1","visible","","Bata larga, con cierre frontal con solapa, 2 bolsillos frontales, puño de manga resortado.
Están fabricadas en telas de última tecnología como lo es el
Antifluido stretch con elongación bidireccional, posee una composición de 88%
poliéster - 12% Lycra, que además de brindar frescura y protección te da
libertad de movimiento.
","taxable","parent","0","","","","","","","180000","BATAS ESTAMPADAS","","","Bata nigth. Jpg ","","Talla","XS, S, M, L, XL","1","1","M"
"BTS00306","variacion","","BATA SUPREME NIGHT (XS)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","XS","","",""
"BTS00308","variacion","","BATA SUPREME NIGHT (S)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","S","","",""
"BTS00310","variacion","","BATA SUPREME NIGHT (M)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","M","","",""
"BTS00312","variacion","","BATA SUPREME NIGHT (L)","1","1","visible","","","taxable","parent","1","6","","","","","","180000","","","","","","Talla","L","","",""
